date,pm25_daily,y,month,station_id
2022-08-04,3.7,1.3350010667323402,8,KAM
2022-08-05,4.8,1.5892352051165808,8,KAM
2022-08-06,6.7,1.916922612182061,8,KAM
2022-08-07,7.1,1.9740810260220096,8,KAM
2022-08-08,5.5,1.7227665977411035,8,KAM
2022-08-09,8.5,2.151762203259462,8,KAM
2022-08-10,10.7,2.379546134130174,8,KAM
2022-08-11,8.8,2.186051276738094,8,KAM
2022-08-12,8.5,2.151762203259462,8,KAM
2022-08-13,4.6,1.5475625087160128,8,KAM
2022-08-14,4.1,1.4350845252893225,8,KAM
2022-08-15,4.7,1.5686159179138452,8,KAM
2022-08-16,6.9,1.9459101490553132,8,KAM
2022-08-17,6.2,1.840549633397487,8,KAM
2022-08-18,8.2,2.116255514802552,8,KAM
2022-08-19,10,2.3125354238472138,8,KAM
2022-08-20,9.5,2.2617630984737906,8,KAM
2022-08-21,11.2,2.424802725718295,8,KAM
2022-08-22,8.5,2.151762203259462,8,KAM
2022-08-23,8.8,2.186051276738094,8,KAM
2022-08-24,9.8,2.2925347571405443,8,KAM
2022-08-25,9.3,2.2407096892759584,8,KAM
2022-08-26,12.2,2.5095992623783716,8,KAM
2022-08-27,2.8,1.0647107369924282,8,KAM
2022-08-28,4.9,1.6094379124341003,8,KAM
2022-08-29,8.4,2.1400661634962708,8,KAM
2022-08-30,10.6,2.3702437414678603,8,KAM
2022-08-31,10.7,2.379546134130174,8,KAM
2022-09-01,15.3,2.7343675094195836,9,KAM
2022-09-02,15.5,2.747270914255491,9,KAM
2022-09-03,17.9,2.8903717578961645,9,KAM
2022-09-04,3.9,1.3862943611198906,9,KAM
2022-09-05,3.9,1.3862943611198906,9,KAM
2022-09-06,6.6,1.9021075263969203,9,KAM
2022-09-07,5.9,1.791759469228055,9,KAM
2022-09-08,2.4,0.9162907318741551,9,KAM
2022-09-09,5,1.62924053973028,9,KAM
2022-09-10,9.7,2.282382385676526,9,KAM
2022-09-11,22.5,3.1179499062782403,9,KAM
2022-09-12,48.5,3.883623530906448,9,KAM
2022-09-13,42.5,3.751854253275325,9,KAM
2022-09-14,21.1,3.054001181677967,9,KAM
2022-09-15,15.1,2.7212954278522306,9,KAM
2022-09-16,6.1,1.8245492920510458,9,KAM
2022-09-17,5.7,1.7578579175523736,9,KAM
2022-09-18,5.7,1.7578579175523736,9,KAM
2022-09-19,6.6,1.9021075263969203,9,KAM
2022-09-20,7,1.9600947840472698,9,KAM
2022-09-21,8.2,2.116255514802552,9,KAM
2022-09-22,14.2,2.6602595372658615,9,KAM
2022-09-23,6.8,1.9315214116032136,9,KAM
2022-09-24,4.7,1.5686159179138452,9,KAM
2022-09-25,6.8,1.9315214116032136,9,KAM
2022-09-26,10.1,2.3223877202902252,9,KAM
2022-09-27,11.4,2.4423470353692043,9,KAM
2022-09-28,17.3,2.8564702062204836,9,KAM
2022-09-29,13.1,2.580216829592325,9,KAM
2022-09-30,11.8,2.4765384001174837,9,KAM
2022-10-01,14.4,2.6741486494265287,10,KAM
2022-10-02,16,2.7788192719904172,10,KAM
2022-10-03,17.7,2.8791984572980396,10,KAM
2022-10-04,16.2,2.791165107812717,10,KAM
2022-10-05,20.6,3.0301337002713233,10,KAM
2022-10-06,16.9,2.833213344056216,10,KAM
2022-10-07,17.4,2.8622008809294686,10,KAM
2022-10-08,18.9,2.9444389791664403,10,KAM
2022-10-09,13.1,2.580216829592325,10,KAM
2022-10-10,9.2,2.23001440015921,10,KAM
2022-10-11,7.3,2.001480000210124,10,KAM
2022-10-12,10.3,2.341805806147327,10,KAM
2022-10-13,7.7,2.0541237336955462,10,KAM
2022-10-14,11.1,2.4159137783010487,10,KAM
2022-10-15,8.1,2.1041341542702074,10,KAM
2022-10-16,10,2.3125354238472138,10,KAM
2022-10-17,15.1,2.7212954278522306,10,KAM
2022-10-18,29.6,3.391147045808654,10,KAM
2022-10-19,43.9,3.784189633918261,10,KAM
2022-10-20,13.4,2.6026896854443837,10,KAM
2022-10-21,3,1.1314021114911006,10,KAM
2022-10-22,3.2,1.1939224684724346,10,KAM
2022-10-23,4.7,1.5686159179138452,10,KAM
2022-10-24,8,2.0918640616783932,10,KAM
2022-10-25,3.3,1.2237754316221157,10,KAM
2022-10-26,4,1.410986973710262,10,KAM
2022-10-27,2.2,0.8329091229351041,10,KAM
2022-10-28,2.2,0.8329091229351041,10,KAM
2022-10-29,3.1,1.1631508098056809,10,KAM
2022-10-30,2.6,0.9932517730102834,10,KAM
2022-10-31,2.3,0.8754687373538999,10,KAM
2022-11-01,4.9,1.6094379124341003,11,KAM
2022-11-02,9.7,2.282382385676526,11,KAM
2022-11-03,10.2,2.33214389523559,11,KAM
2022-11-04,6,1.8082887711792655,11,KAM
2022-11-05,3.4,1.252762968495368,11,KAM
2022-11-06,5.6,1.7404661748405044,11,KAM
2022-11-07,2.7,1.0296194171811583,11,KAM
2022-11-08,8.3,2.128231705849268,11,KAM
2022-11-09,17.7,2.8791984572980396,11,KAM
2022-11-10,15.7,2.760009940032921,11,KAM
2022-11-11,17.4,2.8622008809294686,11,KAM
2022-11-12,17.8,2.8848007128467095,11,KAM
2022-11-13,19.7,2.9856819377004897,11,KAM
2022-11-14,17.6,2.873564639579784,11,KAM
2022-11-15,19.9,2.995732273553991,11,KAM
