station_id,date,pm25_daily,n_rows_combined,year,month,y
KAM,2023-01-05,2.8,1,2023,1,1.0647107369924282
KAM,2023-01-06,5.1,1,2023,1,1.6486586255873816
KAM,2023-01-07,4.7,1,2023,1,1.5686159179138452
KAM,2023-01-08,5.3,1,2023,1,1.6863989535702286
KAM,2023-01-09,5.7,1,2023,1,1.7578579175523736
KAM,2023-01-10,8.2,1,2023,1,2.116255514802552
KAM,2023-01-11,5.7,1,2023,1,1.7578579175523736
KAM,2023-01-12,3.8,1,2023,1,1.3609765531356006
KAM,2023-01-13,2.8,1,2023,1,1.0647107369924282
KAM,2023-01-14,5.3,1,2023,1,1.6863989535702286
KAM,2023-01-15,3.9,1,2023,1,1.3862943611198906
KAM,2023-01-16,6.9,1,2023,1,1.9459101490553132
KAM,2023-01-17,6.7,1,2023,1,1.916922612182061
KAM,2023-01-18,3.8,1,2023,1,1.3609765531356006
KAM,2023-01-19,8,1,2023,1,2.0918640616783932
KAM,2023-01-20,7.9,1,2023,1,2.0794415416798357
KAM,2023-01-21,5.3,1,2023,1,1.6863989535702286
KAM,2023-01-22,6.4,1,2023,1,1.8718021769015913
KAM,2023-01-23,7.7,1,2023,1,2.0541237336955462
KAM,2023-01-24,9.9,1,2023,1,2.302585092994046
KAM,2023-01-25,13,1,2023,1,2.5726122302071057
KAM,2023-01-26,9.3,1,2023,1,2.2407096892759584
KAM,2023-01-27,3.5,1,2023,1,1.2809338454620642
KAM,2023-01-28,4.2,1,2023,1,1.4586150226995167
KAM,2023-01-29,3.6,1,2023,1,1.308332819650179
KAM,2023-01-30,8.1,1,2023,1,2.1041341542702074
KAM,2023-01-31,7,1,2023,1,1.9600947840472698
KAM,2023-02-01,5,1,2023,2,1.62924053973028
KAM,2023-02-02,6.7,1,2023,2,1.916922612182061
KAM,2023-02-03,7,1,2023,2,1.9600947840472698
KAM,2023-02-04,5.8,1,2023,2,1.7749523509116736
KAM,2023-02-05,6.4,1,2023,2,1.8718021769015913
KAM,2023-02-06,5.4,1,2023,2,1.7047480922384253
KAM,2023-02-07,4,1,2023,2,1.410986973710262
KAM,2023-02-08,6.5,1,2023,2,1.8870696490323797
KAM,2023-02-09,3.2,1,2023,2,1.1939224684724346
KAM,2023-02-10,5.7,1,2023,2,1.7578579175523736
KAM,2023-02-11,6.5,1,2023,2,1.8870696490323797
KAM,2023-02-12,5,1,2023,2,1.62924053973028
KAM,2023-02-13,8.8,1,2023,2,2.186051276738094
KAM,2023-02-14,7.6,1,2023,2,2.0412203288596382
KAM,2023-02-15,7.2,1,2023,2,1.9878743481543455
KAM,2023-02-16,6.1,1,2023,2,1.8245492920510458
KAM,2023-02-17,10.3,1,2023,2,2.341805806147327
KAM,2023-02-18,11.4,1,2023,2,2.4423470353692043
KAM,2023-02-19,10.7,1,2023,2,2.379546134130174
KAM,2023-02-20,3.8,1,2023,2,1.3609765531356006
KAM,2023-02-21,5.8,1,2023,2,1.7749523509116736
KAM,2023-02-22,3.2,1,2023,2,1.1939224684724346
KAM,2023-02-23,5.5,1,2023,2,1.7227665977411035
KAM,2023-02-24,6.8,1,2023,2,1.9315214116032136
KAM,2023-02-25,7,1,2023,2,1.9600947840472698
KAM,2023-02-26,9.9,1,2023,2,2.302585092994046
KAM,2023-02-27,11.6,1,2023,2,2.4595888418037104
KAM,2023-02-28,5.1,1,2023,2,1.6486586255873816
KAM,2023-03-01,6.6,1,2023,3,1.9021075263969203
KAM,2023-03-02,3.9,1,2023,3,1.3862943611198906
KAM,2023-03-03,6.7,1,2023,3,1.916922612182061
KAM,2023-03-04,8,1,2023,3,2.0918640616783932
KAM,2023-03-05,7.5,1,2023,3,2.028148247292285
KAM,2023-03-06,10.5,1,2023,3,2.3608540011180215
KAM,2023-03-07,9.3,1,2023,3,2.2407096892759584
KAM,2023-03-08,9.3,1,2023,3,2.2407096892759584
KAM,2023-03-09,7.7,1,2023,3,2.0541237336955462
KAM,2023-03-10,8.4,1,2023,3,2.1400661634962708
KAM,2023-03-11,5.6,1,2023,3,1.7404661748405044
KAM,2023-03-12,3.2,1,2023,3,1.1939224684724346
KAM,2023-03-13,3.8,1,2023,3,1.3609765531356006
KAM,2023-03-14,4.4,1,2023,3,1.5040773967762742
KAM,2023-03-15,7.2,1,2023,3,1.9878743481543455
KAM,2023-03-16,8,1,2023,3,2.0918640616783932
KAM,2023-03-17,7.3,1,2023,3,2.001480000210124
KAM,2023-03-18,8.5,1,2023,3,2.151762203259462
KAM,2023-03-19,9.3,1,2023,3,2.2407096892759584
KAM,2023-03-20,16,1,2023,3,2.7788192719904172
KAM,2023-03-21,15.3,1,2023,3,2.7343675094195836
KAM,2023-03-22,10.2,1,2023,3,2.33214389523559
KAM,2023-03-23,6.3,1,2023,3,1.856297990365626
KAM,2023-03-24,3.7,1,2023,3,1.3350010667323402
KAM,2023-03-25,4.5,1,2023,3,1.5260563034950492
KAM,2023-03-26,5.6,1,2023,3,1.7404661748405044
KAM,2023-03-27,6,1,2023,3,1.8082887711792655
KAM,2023-03-28,7.3,1,2023,3,2.001480000210124
KAM,2023-03-29,10.6,1,2023,3,2.3702437414678603
